rating,review
4,"I am 5'7, 115 lbs, and tried on a 0. the dress (red) looked great and i loved how it had a slimming effect, and i could wear this to work and the length is appropriate. it fit great, but it was a pain to get out of for some reason. i tried to get out of it through the bottom, but it kept getting stuck on my hips. i eventually got it out through the head, but it was such a pain that i just got frustrated. the fabric is okay- i expected a slightly better quality fabric for the price."
4,"This is such a clean and cute printed dress and i knew that i had to try the dress when i first saw it online. after reading other reviews, i sized up. i am normally a 0 or 2 in retailer. i ordered the 2 and it fits nicely and looks great. however, i feel like the 2 buttons at the lowered rib cage area gape slightly. the tie covers it and holds it in place, unless i sit, then it gapes freely. i am a 32 a so not big chested at all, and yet this fit snug in the chest area. i would worry about"
5,Absolutely beautiful. as soon as i saw the color i had to have it. looks great. i am 5 ft 2 in the color is beautiful. excellently made. very comfy. hood is not bulky
4,But if that works for you it is a cute pattern. this is a lighter weight sweater but good for fall.
4,"I'm 5'8, 130 and ordered a small. it fits very nice and it's flattering. my daughter doesn't like it as she thinks it looks like a t-shirt tucked into pants. i get that but it fits nicely and i like the pattern and tapered legs."
5,"This tunic trumped any other i have seen this season. the style, with the delicate open stitchwork around the upper chest gave it quite a feminine appeal. i especially love the weight of the fabric being on the light side. won't have to worry about hot flashes like when wearing a thicker fabric! it's warm without being bulky. and to top it off, it was on sale and i was able to grab two colors. this tunic is also age appropriate and flattering for most anyone. extraordinary to say the least."
5,"I normally wear a 4, and that technically fit if i didn't plan to sit. i went a size up and it was still gorgeous but now i could breathe.  it is incredibly sexy yet sophisticated, my husband is always asking why i need another dress and when he saw me in he fitting room his eyes lit up and he said you definitely need to get this dress. needless to say i'll wear it on our next date.."
5,"I bought the silvery blue tunic. it is very light grey with a hint of blue. it is so shapely - coverage without being boxy or maternity-like. it covers your bum perfectly and looks great with a dark pair of skinny jeans. the color can really take you through autumn, winter and even spring depending on where you live. i love the sleeve length, too."
3,"I wanted to love this dress, especially because it's been given good reviews. i ordered the blue and tried it on. the fit was pretty good and the color is pretty and deep. i did not like the seam that ran around the drop waist. it created a weird allusion that the two pockets in front was actually a continuous pouch around the dress. i also did not like the neckline - there is fabric added on the shoulders that's in a different fabric and makes it look like you're wearing a t-shirt underneath th"
3,I really wanted to love it but it was way too maternity on me. i love flowy but the flow on this dress hit me in all the wrong places. but i must say i have a 34ddd bust and wear a medium regularly. well i sized down and ordered a small and it just didn't work. it just flowed right off my chest to what looked like a dress concealing a baby bump. overall its cute just not for me.
5,"Easy to wear with black or grey. i will wear as a work jacket, not necessarily just an outwear piece"
5,"I have a hard time with jackets fitting because i have chubby arms compared to the rest of me. i like the way this fits and it doesn't pull when i try to cross my arms in front. i feel like it's good quality and hopefully won't flake the way 'vegan' (i.e. fake) leather can. and i think i can throw it over a top with jeans or a dress and it will be cute and versatile. i also like the length that hits right at my hip. i'm 5'2"" and don't like when jackets like this are are too long."
